r,g,b,color
103,0,126,purple
153,98,0,brown
24,0,199,blue
11,116,0,green
170,0,86,pink
0,248,120,green
79,43,0,brown
202,0,252,purple
198,62,0,orange
204,0,245,purple
210,0,65,red
50,168,0,green
0,124,75,green
0,122,204,blue
0,126,54,green
208,91,0,orange
226,40,0,red
204,0,194,pink
155,205,0,green
250,0,46,red
0,234,80,green
0,108,219,blue
194,0,130,pink
236,181,0,yellow
211,0,235,purple
0,114,218,blue
142,32,0,red
149,112,0,brown
65,0,84,purple
153,126,0,brown
0,92,234,blue
60,192,0,green
123,11,0,red
0,167,255,blue
216,96,0,orange
0,120,71,green
96,187,0,green
79,221,0,green
228,157,0,orange
0,21,99,blue
129,182,0,green
0,129,84,green
96,0,95,purple
0,195,96,green
125,0,139,purple
220,0,181,pink
193,21,0,red
77,0,213,blue
185,0,119,pink
0,38,160,blue
246,0,149,pink
143,0,53,red
118,98,0,brown
56,0,163,blue
47,0,131,blue
117,66,0,brown
18,0,5,black
113,0,63,purple
5,0,108,blue
0,64,166,blue
47,137,0,green
0,246,115,green
0,15,227,blue
218,0,202,pink
0,226,79,green
134,239,0,green
172,0,115,pink
214,0,49,red
154,0,104,purple
13,0,127,blue
0,83,117,blue
0,58,232,blue
52,0,169,blue
129,0,214,purple
0,31,182,blue
252,0,29,red
152,162,0,green
157,0,225,purple
245,118,0,orange
221,125,0,orange
128,58,0,brown
173,0,28,red
67,0,87,purple
80,214,0,green
0,13,120,blue
244,174,0,yellow
154,0,138,purple
208,165,0,yellow
0,28,181,blue
0,128,89,green
124,170,0,green
107,0,6,red
242,0,230,pink
0,78,254,blue
240,0,101,pink
161,0,242,purple
149,66,0,brown
213,0,167,pink
161,35,0,red
102,0,79,purple
0,14,226,blue
204,140,0,orange
166,87,0,brown
0,182,93,green
227,231,0,yellow
108,0,205,purple
0,119,161,blue
0,123,11,green
255,0,229,pink
10,0,107,blue
0,54,103,blue
124,148,0,green
145,0,132,purple
0,7,0,black
45,187,0,green
0,177,2,green
247,117,0,orange
249,79,0,orange
0,59,102,blue
57,18,0,brown
0,237,20,green
147,188,0,green
0,50,250,blue
68,0,136,purple
101,0,225,purple
0,162,76,green
0,145,222,blue
239,4,0,red
247,220,0,yellow
164,1,0,red
0,161,58,green
128,86,0,brown
52,99,0,green
99,0,123,purple
209,0,182,pink
0,73,127,blue
207,0,34,red
69,52,0,brown
53,176,0,green
239,0,60,red
111,93,0,brown
152,0,42,red
213,0,151,pink
0,248,45,green
28,183,0,green
0,11,145,blue
157,0,104,purple
35,0,111,blue
0,63,219,blue
28,0,124,blue
234,0,39,red
0,53,82,blue
0,75,130,blue
216,220,0,yellow
57,0,211,blue
173,0,237,purple
62,212,0,green
170,0,10,red
103,135,0,green
0,179,205,blue
147,0,173,purple
178,181,0,yellow
0,88,106,blue
166,82,0,brown
41,0,70,purple
35,2,0,brown
0,157,34,green
0,106,209,blue
0,75,228,blue
156,203,0,green
189,0,240,purple
0,31,251,blue
71,172,0,green
0,66,235,blue
0,241,50,green
29,159,0,green
0,0,170,blue
0,23,216,blue
0,53,96,blue
0,65,78,blue
55,249,0,green
24,166,0,green
0,17,106,blue
197,0,198,purple
223,0,30,red
118,102,0,brown
35,0,63,purple
220,18,0,red
83,0,179,purple
171,166,0,yellow
93,0,215,purple
51,0,156,blue
5,182,0,green
0,4,255,blue
184,135,0,orange
0,161,77,green
0,63,222,blue
0,29,175,blue
130,46,0,brown
0,37,46,blue
215,163,0,yellow
0,31,90,blue
163,73,0,brown
4,95,0,green
227,0,148,pink
35,0,153,blue
0,189,121,green
225,225,0,yellow
0,93,17,green
0,85,153,blue
46,80,0,green
238,90,0,orange
94,0,133,purple
211,0,63,red
237,0,161,pink
175,0,195,purple
206,218,0,yellow
55,181,0,green
226,0,88,pink
201,18,0,red
2,207,0,green
71,190,0,green
4,0,112,blue
0,181,24,green
197,0,32,red
217,157,0,orange
217,0,202,pink
158,53,0,brown
0,61,159,blue
179,0,96,pink
99,130,0,green
72,0,231,blue
0,8,119,blue
93,73,0,brown
192,0,147,pink
225,0,14,red
0,170,102,green
0,175,193,blue
48,26,0,brown
0,158,24,green
203,0,9,red
0,229,65,green
0,201,43,green
72,0,46,purple
118,105,0,brown
0,2,185,blue
243,0,33,red
40,189,0,green
0,110,7,green
0,233,56,green
121,206,0,green
92,0,86,purple
18,95,0,green
5,146,0,green
0,211,32,green
15,0,147,blue
156,0,209,purple
130,0,99,purple
167,0,82,pink
199,0,17,red
0,194,63,green
159,0,249,purple
0,75,98,blue
244,88,0,orange
204,0,23,red
95,0,116,purple
234,74,0,orange
112,0,157,purple
0,107,190,blue
143,0,18,red
220,81,0,orange
0,97,117,blue
0,139,87,green
66,203,0,green
43,207,0,green
174,0,197,purple
167,102,0,brown
91,216,0,green
0,85,64,green
0,131,91,green
0,152,161,blue
51,0,27,purple
0,136,15,green
0,139,59,green
126,135,0,green
163,52,0,orange
100,236,0,green
109,0,0,red
0,44,249,blue
223,194,0,yellow
132,92,0,brown
0,50,175,blue
0,114,135,blue
0,60,225,blue
0,104,3,green
143,189,0,green
58,0,223,blue
146,0,118,purple
17,169,0,green
0,164,191,blue
0,0,230,blue
127,174,0,green
0,215,120,green
19,170,0,green
0,151,172,blue
233,0,228,pink
247,0,184,pink
0,237,5,green
0,29,180,blue
0,98,123,blue
0,51,194,blue
165,0,24,red
176,131,0,brown
56,0,159,blue
58,212,0,green
0,12,197,blue
57,0,102,purple
0,205,120,green
104,0,5,red
186,215,0,yellow
222,0,44,red
239,78,0,orange
0,221,127,green
147,0,25,red
56,0,202,blue
224,0,124,pink
82,30,0,brown
128,108,0,brown
183,176,0,yellow
88,113,0,green
13,0,192,blue
134,11,0,red
59,0,171,blue
0,116,58,green
0,43,221,blue
61,0,85,purple
0,136,156,blue
125,0,181,purple
135,55,0,brown
0,114,185,blue
194,0,194,purple
0,61,80,blue
222,235,0,yellow
0,69,150,blue
0,191,94,green
20,96,0,green
243,0,229,pink
0,44,97,blue
195,0,187,purple
72,0,44,purple
0,29,107,blue
208,0,71,pink
54,0,79,purple
248,85,0,orange
0,76,222,blue
117,0,240,purple
125,0,138,purple
116,238,0,green
240,0,219,pink
0,165,87,green
0,98,200,blue
37,0,226,blue
0,165,206,blue
0,159,21,green
157,0,201,purple
229,192,0,yellow
48,210,0,green
0,68,157,blue
230,0,54,red
240,144,0,orange
8,98,0,green
0,235,134,green
0,236,26,green
0,139,22,green
0,251,72,green
24,0,211,blue
26,195,0,green
62,0,167,blue
124,246,0,green
116,0,86,purple
35,79,0,green
72,0,173,purple
155,103,0,brown
118,245,0,green
185,131,0,orange
0,14,203,blue
0,166,10,green
176,0,76,pink
221,0,164,pink
218,142,0,orange
43,0,43,purple
32,82,0,green
114,211,0,green
8,171,0,green
201,185,0,yellow
0,217,32,green
0,183,77,green
229,0,227,pink
0,90,4,green
40,0,94,purple
101,175,0,green
175,0,181,purple
10,155,0,green
205,138,0,orange
42,15,0,brown
0,76,245,blue
243,0,42,red
0,115,243,blue
4,0,108,blue
66,94,0,green
92,0,131,purple
165,37,0,red
201,80,0,orange
240,0,69,pink
196,0,150,pink
239,60,0,orange
30,0,187,blue
63,223,0,green
159,156,0,green
70,12,0,brown
189,235,0,yellow
212,63,0,orange
212,0,202,pink
128,105,0,brown
0,69,31,green
16,210,0,green
0,90,210,blue
176,0,217,purple
245,0,150,pink
0,0,124,blue
246,60,0,orange
244,0,172,pink
23,219,0,green
6,0,14,black
131,91,0,brown
252,0,207,pink
215,120,0,orange
226,140,0,orange
182,0,68,pink
0,162,247,blue
234,0,194,pink
196,100,0,orange
71,252,0,green
0,51,142,blue
30,0,56,purple
0,15,246,blue
127,227,0,green
0,21,91,blue
0,131,16,green
202,219,0,yellow
225,0,144,pink
176,0,17,red
137,190,0,green
159,0,211,purple
122,237,0,green
224,81,0,orange
0,65,224,blue
0,2,243,blue
123,0,64,purple
27,242,0,green
0,132,192,blue
244,239,0,yellow
252,0,71,pink
0,83,6,green
132,0,175,purple
0,2,8,black
3,70,0,green
5,173,0,green
17,7,0,black
131,0,250,purple
149,0,13,red
44,149,0,green
238,83,0,orange
0,145,202,blue
218,0,122,pink
164,0,115,purple
0,173,238,blue
124,0,95,purple
78,59,0,brown
0,163,10,green
22,153,0,green
128,0,35,red
211,211,0,yellow
0,97,205,blue
109,91,0,brown
223,113,0,orange
160,211,0,green
185,0,62,red
31,0,0,brown
0,90,127,blue
51,0,248,blue
21,130,0,green
0,251,45,green
27,0,173,blue
203,0,194,pink
19,174,0,green
88,0,52,purple
0,245,60,green
179,0,51,red
174,0,124,purple
142,0,148,purple
33,0,196,blue
78,227,0,green
199,37,0,red
0,143,179,blue
115,0,194,purple
66,235,0,green
0,204,14,green
112,46,0,brown
0,12,211,blue
0,74,106,blue
0,211,20,green
0,23,178,blue
0,52,121,blue
116,42,0,brown
178,0,184,purple
0,89,136,blue
202,136,0,orange
64,0,83,purple
75,9,0,brown
145,0,147,purple
197,223,0,yellow
0,23,155,blue
0,21,129,blue
0,139,178,blue
114,0,6,red
21,0,185,blue
0,52,247,blue
252,29,0,red
138,160,0,green
85,0,234,blue
7,0,122,blue
194,46,0,red
82,0,103,purple
16,165,0,green
218,61,0,orange
0,123,235,blue
0,254,169,green
189,231,0,yellow
37,164,0,green
70,213,0,green
108,0,134,purple
0,245,116,green
0,177,6,green
80,0,78,purple
0,58,109,blue
110,203,0,green
37,0,35,purple
153,0,127,purple
78,162,0,green
226,240,0,yellow
0,35,190,blue
114,103,0,brown
65,221,0,green
0,62,160,blue
227,0,185,pink
173,0,18,red
0,82,182,blue
118,0,240,purple
0,167,70,green
0,190,26,green
233,163,0,orange
0,17,210,blue
0,152,27,green
113,0,151,purple
182,0,108,pink
0,46,182,blue
93,46,0,brown
183,0,74,pink
79,0,134,purple
164,34,0,red
171,0,3,red
0,41,210,blue
179,0,130,pink
0,14,94,blue
27,0,95,blue
64,0,53,purple
196,0,190,purple
102,67,0,brown
241,0,28,red
185,243,0,yellow
224,0,92,pink
99,0,210,purple
157,40,0,red
122,136,0,green
197,0,252,purple
69,0,214,blue
211,0,211,pink
95,0,218,purple
17,224,0,green
246,0,101,pink
0,73,166,blue
204,0,135,pink
172,0,17,red
97,165,0,green
0,229,69,green
0,86,156,blue
0,16,247,blue
2,232,0,green
200,0,158,pink
0,46,253,blue
36,0,51,purple
70,91,0,green
11,16,0,black
71,0,71,purple
0,178,29,green
171,188,0,green
128,0,97,purple
129,0,8,red
227,101,0,orange
152,227,0,green
142,172,0,green
0,162,65,green
207,145,0,orange
180,58,0,orange
0,234,73,green
0,191,3,green
211,236,0,yellow
209,198,0,yellow
255,208,0,yellow
167,176,0,green
35,0,210,blue
158,176,0,green
180,0,207,purple
88,157,0,green
164,0,244,purple
7,252,0,green
34,3,0,brown
0,160,201,blue
41,95,0,green
126,0,162,purple
102,0,170,purple
201,0,108,pink
40,0,85,purple
242,0,190,pink
189,0,77,pink
35,202,0,green
106,243,0,green
51,207,0,green
178,0,172,purple
249,0,25,red
119,0,242,purple
0,66,51,green
176,0,109,pink
120,96,0,brown
0,246,11,green
229,28,0,red
55,212,0,green
91,203,0,green
57,0,224,blue
0,216,140,green
0,2,252,blue
0,17,177,blue
190,0,140,pink
186,0,211,purple
69,186,0,green
0,80,138,blue
50,180,0,green
145,24,0,red
28,0,248,blue
225,72,0,orange
120,89,0,brown
239,157,0,orange
169,0,87,pink
246,246,0,yellow
245,178,0,yellow
20,66,0,green
84,197,0,green
0,229,13,green
178,82,0,orange
0,156,190,blue
245,0,103,pink
0,43,205,blue
5,231,0,green
191,0,183,purple
222,78,0,orange
75,172,0,green
235,0,151,pink
0,185,67,green
143,44,0,brown
52,0,125,purple
0,3,22,black
195,61,0,orange
155,83,0,brown
0,54,204,blue
192,55,0,orange
44,126,0,green
210,48,0,red
254,57,0,orange
7,115,0,green
114,0,25,red
242,0,154,pink
0,53,140,blue
214,138,0,orange
77,95,0,green
120,246,0,green
0,155,179,blue
224,97,0,orange
0,30,188,blue
0,0,236,blue
228,217,0,yellow
92,0,245,blue
0,182,216,blue
235,0,188,pink
57,251,0,green
93,188,0,green
0,233,69,green
0,174,98,green
125,158,0,green
172,38,0,red
238,0,153,pink
82,108,0,green
114,221,0,green
0,158,175,blue
0,91,206,blue
0,128,69,green
0,238,66,green
8,0,117,blue
36,0,112,blue
91,0,250,blue
128,246,0,green
154,120,0,brown
186,155,0,yellow
20,0,136,blue
0,111,230,blue
169,20,0,red
216,0,61,red
82,0,226,blue
0,189,26,green
15,239,0,green
236,0,216,pink
188,185,0,yellow
165,0,25,red
226,0,38,red
133,0,112,purple
0,51,226,blue
34,28,0,brown
0,49,228,blue
90,0,87,purple
225,0,110,pink
74,169,0,green
227,0,228,pink
64,105,0,green
159,178,0,green
205,0,92,pink
146,71,0,brown
253,0,236,pink
0,155,19,green
136,0,117,purple
0,119,205,blue
72,0,133,purple
0,223,69,green
43,0,77,purple
243,0,216,pink
153,61,0,brown
155,0,130,purple
15,0,214,blue
191,77,0,orange
203,157,0,yellow
235,3,0,red
9,0,140,blue
244,124,0,orange
86,184,0,green
97,0,202,purple
0,177,19,green
161,30,0,red
222,213,0,yellow
218,0,57,red
85,0,153,purple
0,55,125,blue
0,69,37,green
197,0,125,pink
119,35,0,brown
35,0,60,purple
92,0,118,purple
67,238,0,green
0,83,220,blue
176,152,0,yellow
0,97,6,green
0,248,62,green
113,0,57,purple
94,0,48,purple
244,0,190,pink
32,0,0,brown
59,199,0,green
24,0,3,black
11,0,198,blue
24,239,0,green
0,149,195,blue
0,43,188,blue
27,222,0,green
0,7,139,blue
0,166,96,green
0,59,122,blue
248,211,0,yellow
0,28,182,blue
60,0,112,purple
33,108,0,green
167,19,0,red
123,0,217,purple
79,0,105,purple
213,163,0,yellow
69,41,0,brown
0,181,118,green
38,0,247,blue
149,0,6,red
215,0,72,pink
250,0,149,pink
0,133,16,green
66,0,98,purple
143,0,199,purple
0,128,244,blue
0,70,0,green
0,50,219,blue
183,0,183,purple
56,250,0,green
0,144,77,green
0,164,89,green
212,0,221,pink
0,248,129,green
42,70,0,green
61,0,224,blue
0,40,150,blue
0,167,187,blue
85,0,58,purple
206,175,0,yellow
102,176,0,green
234,0,99,pink
189,6,0,red
14,0,95,blue
0,227,123,green
213,0,234,purple
129,157,0,green
246,186,0,yellow
18,0,219,blue
17,21,0,black
205,0,11,red
50,13,0,brown
233,39,0,red
220,162,0,orange
243,115,0,orange
120,0,221,purple
71,0,76,purple
253,110,0,orange
0,58,145,blue
150,16,0,red
79,0,212,blue
253,43,0,red
0,239,80,green
0,80,177,blue
110,174,0,green
93,0,91,purple
0,50,215,blue
80,0,136,purple
0,148,246,blue
0,135,248,blue
0,144,242,blue
223,52,0,orange
81,0,62,purple
40,0,242,blue
63,0,107,purple
56,0,246,blue
37,118,0,green
19,0,202,blue
0,148,15,green
0,45,205,blue
191,107,0,orange
4,58,0,green
22,0,245,blue
171,51,0,orange
0,239,51,green
0,168,6,green
155,0,0,red
29,0,144,blue
230,0,185,pink
0,208,52,green
85,0,172,purple
111,78,0,brown
209,135,0,orange
0,3,193,blue
0,113,137,blue
42,0,148,blue
106,19,0,red
148,10,0,red
7,69,0,green
80,216,0,green
178,80,0,orange
174,0,101,pink
0,85,54,green
36,95,0,green
65,249,0,green
0,148,164,blue
164,0,113,purple
133,0,230,purple
151,0,241,purple
63,14,0,brown
0,174,103,green
123,0,81,purple
89,71,0,brown
173,167,0,yellow
105,0,8,red
79,0,80,purple
250,0,117,pink
96,255,0,green
0,132,227,blue
189,234,0,yellow
0,40,144,blue
160,0,113,purple
47,215,0,green
201,232,0,yellow
0,28,187,blue
126,104,0,brown
193,0,70,pink
93,0,125,purple
180,0,107,pink
146,0,44,red
250,6,0,red
52,0,136,blue
84,183,0,green
72,192,0,green
216,0,48,red
159,33,0,red
31,0,128,blue
116,0,94,purple
0,121,250,blue
232,111,0,orange
0,102,57,green
64,183,0,green
0,200,43,green
244,0,99,pink
17,0,197,blue
47,0,198,blue
115,0,105,purple
0,178,34,green
137,0,192,purple
49,0,164,blue
0,111,219,blue
113,211,0,green
0,220,101,green
0,8,149,blue
194,0,91,pink
80,0,226,blue
138,79,0,brown
0,193,109,green
0,173,82,green
0,95,31,green
186,0,8,red
188,0,31,red
253,88,0,orange
201,98,0,orange
136,192,0,green
202,0,16,red
0,40,255,blue
93,175,0,green
0,26,216,blue
0,93,14,green
91,0,130,purple
0,253,130,green
0,39,153,blue
0,98,75,green
229,153,0,orange
234,178,0,yellow
0,169,178,blue
197,0,187,pink
182,110,0,orange
0,208,87,green
120,0,3,red
21,0,154,blue
0,161,37,green
0,229,112,green
89,0,230,blue
0,234,63,green
0,4,230,blue
159,180,0,green
0,164,13,green
0,182,196,blue
131,0,39,red
27,189,0,green
156,0,168,purple
203,16,0,red
0,164,103,green
237,0,75,pink
96,50,0,brown
0,76,182,blue
172,0,125,purple
0,61,233,blue
142,240,0,green
0,54,106,blue
215,50,0,orange
93,0,145,purple
30,68,0,green
216,0,212,pink
216,0,128,pink
166,0,40,red
252,0,180,pink
218,14,0,red
62,134,0,green
123,134,0,green
171,0,91,pink
238,197,0,yellow
0,113,224,blue
0,238,14,green
0,169,213,blue
11,68,0,green
0,184,65,green
249,93,0,orange
95,0,93,purple
51,0,175,blue
251,138,0,orange
0,117,46,green
134,0,242,purple
196,0,170,pink
55,110,0,green
0,59,247,blue
145,0,179,purple
0,78,137,blue
19,252,0,green
0,36,127,blue
118,0,155,purple
203,231,0,yellow
0,0,192,blue
252,105,0,orange
89,0,59,purple
64,90,0,green
0,151,12,green
0,58,112,blue
193,0,152,pink
0,192,69,green
66,176,0,green
0,112,40,green
0,71,244,blue
0,10,222,blue
0,144,78,green
0,122,199,blue
0,57,254,blue
199,193,0,yellow
248,0,247,pink
160,195,0,green
76,185,0,green
147,0,246,purple
0,244,114,green
0,111,234,blue
126,39,0,brown
0,90,229,blue
250,134,0,orange
199,59,0,orange
188,175,0,yellow
55,113,0,green
0,50,140,blue
0,30,127,blue
38,82,0,green
70,181,0,green
0,242,132,green
188,47,0,red
0,85,190,blue
224,0,16,red
78,176,0,green
120,0,194,purple
12,124,0,green
163,88,0,brown
0,63,1,green
209,138,0,orange
242,0,68,pink
0,2,215,blue
0,136,215,blue
0,162,227,blue
96,132,0,green
13,0,86,blue
108,56,0,brown
207,130,0,orange
85,0,170,purple
0,34,149,blue
0,106,249,blue
33,0,103,blue
60,35,0,brown
152,0,183,purple
241,0,164,pink
0,249,161,green
0,83,49,green
192,0,35,red
102,246,0,green
102,225,0,green
0,246,52,green
129,0,176,purple
0,69,243,blue
0,255,141,green
133,118,0,brown
0,0,118,blue
126,44,0,brown
194,202,0,yellow
0,35,200,blue
231,37,0,red
75,0,222,blue
19,0,195,blue
0,43,212,blue
175,0,28,red
168,56,0,orange
84,198,0,green
0,136,169,blue
189,132,0,orange
221,0,195,pink
95,0,165,purple
184,0,78,pink
0,170,178,blue
0,165,89,green
111,174,0,green
228,0,117,pink
91,0,124,purple
0,40,227,blue
136,0,123,purple
115,0,108,purple
0,187,7,green
16,0,237,blue
93,194,0,green
246,0,201,pink
37,0,90,purple
36,0,207,blue
0,130,76,green
0,189,13,green
0,76,190,blue
81,0,56,purple
232,14,0,red
217,48,0,red
97,0,59,purple
0,125,147,blue
254,0,215,pink
0,247,140,green
62,0,230,blue
123,0,198,purple
0,14,123,blue
59,0,224,blue
170,0,38,red
0,103,225,blue
14,0,25,black
171,0,16,red
170,0,29,red
68,0,97,purple
115,0,228,purple
167,0,196,purple
215,238,0,yellow
25,0,150,blue
191,25,0,red
130,0,219,purple
0,156,168,blue
0,66,26,green
247,177,0,yellow
164,95,0,brown
228,0,77,pink
91,183,0,green
66,135,0,green
238,0,200,pink
131,155,0,green
66,246,0,green
68,0,55,purple
0,193,20,green
88,0,143,purple
0,212,73,green
231,0,9,red
154,0,97,purple
118,42,0,brown
70,0,201,blue
110,125,0,green
213,80,0,orange
253,148,0,orange
63,0,178,blue
250,117,0,orange
60,128,0,green
104,231,0,green
0,23,154,blue
0,239,129,green
0,162,75,green
39,242,0,green
0,119,224,blue
0,95,230,blue
50,0,247,blue
221,170,0,yellow
253,44,0,red
61,198,0,green
88,0,183,purple
3,0,201,blue
147,108,0,brown
0,19,243,blue
101,0,68,purple
225,84,0,orange
83,0,233,blue
116,150,0,green
0,72,87,blue
123,1,0,red
25,0,225,blue
204,0,232,purple
58,0,72,purple
11,0,197,blue
0,236,67,green
115,0,115,purple
0,116,23,green
99,251,0,green
255,71,0,orange
1,0,167,blue
0,17,25,black
0,179,111,green
0,95,131,blue
196,146,0,orange
69,0,91,purple
0,214,118,green
163,67,0,brown
42,154,0,green
96,14,0,red
183,24,0,red
159,193,0,green
228,0,171,pink
141,0,213,purple
157,169,0,green
140,234,0,green
0,55,87,blue
187,0,103,pink
0,136,61,green
0,69,176,blue
245,150,0,orange
199,78,0,orange
170,0,242,purple
124,0,198,purple
230,26,0,red
173,173,0,yellow
0,145,179,blue
222,28,0,red
78,0,134,purple
183,131,0,orange
0,113,168,blue
0,46,102,blue
242,0,179,pink
155,43,0,red
128,0,111,purple
33,95,0,green
0,41,165,blue
115,0,141,purple
65,0,88,purple
0,75,8,green
0,4,150,blue
0,111,78,green
254,210,0,yellow
208,0,252,purple
186,0,86,pink
100,231,0,green
0,224,120,green
0,109,224,blue
247,0,211,pink
0,34,43,blue
0,66,110,blue
0,161,84,green
162,83,0,brown
0,134,78,green
227,77,0,orange
53,226,0,green
92,0,46,purple
110,235,0,green
29,0,46,purple
189,0,51,red
252,0,104,pink
0,3,239,blue
0,148,236,blue
157,0,173,purple
190,155,0,yellow
172,165,0,yellow
184,221,0,yellow
87,0,193,purple
0,97,127,blue
0,181,73,green
127,0,221,purple
0,203,49,green
254,0,238,pink
167,0,201,purple
0,146,85,green
65,185,0,green
0,162,30,green
234,0,224,pink
0,7,119,blue
0,168,226,blue
85,0,240,blue
110,0,16,red
63,78,0,green
1,0,99,blue
43,226,0,green
130,0,202,purple
249,0,184,pink
163,0,135,purple
0,106,220,blue
0,74,230,blue
0,170,66,green
3,0,192,blue
165,186,0,green
12,156,0,green
0,190,70,green
103,215,0,green
132,0,102,purple
0,164,215,blue
216,0,160,pink
181,0,143,pink
95,0,153,purple
214,205,0,yellow
108,0,218,purple
101,170,0,green
216,0,4,red
222,0,113,pink
105,0,103,purple
0,176,42,green
226,0,20,red
50,199,0,green
42,0,96,purple
192,243,0,yellow
209,83,0,orange
178,120,0,orange
0,66,1,green
0,68,43,green
225,0,16,red
112,3,0,red
194,0,145,pink
175,0,136,purple
189,0,18,red
108,0,115,purple
60,161,0,green
146,198,0,green
199,0,234,purple
0,13,97,blue
181,0,126,pink
88,52,0,brown
113,39,0,brown
23,0,94,blue
185,0,163,purple
0,75,94,blue
255,65,0,orange
104,0,215,purple
0,166,172,blue
0,19,22,black
70,229,0,green
51,0,181,blue
124,107,0,brown
0,70,26,green
0,231,92,green
140,0,241,purple
30,0,206,blue
0,199,103,green
68,0,199,blue
54,0,45,purple
50,0,164,blue
0,253,112,green
73,0,101,purple
31,0,53,purple
170,0,95,pink
0,187,23,green
0,134,171,blue
137,0,51,red
253,7,0,red
0,150,247,blue
0,29,191,blue
0,129,210,blue
0,106,244,blue
0,139,30,green
73,0,99,purple
161,245,0,green
182,0,76,pink
0,240,104,green
0,182,124,green
0,91,240,blue
197,0,114,pink
132,229,0,green
153,52,0,brown
225,0,248,pink
4,0,166,blue
21,205,0,green
54,0,38,purple
0,141,100,green
194,54,0,orange
86,0,249,blue
41,216,0,green
63,210,0,green
136,175,0,green
0,37,188,blue
34,0,69,purple
44,0,22,purple
0,19,246,blue
0,224,31,green
199,0,252,purple
175,0,1,red
51,0,176,blue
98,0,88,purple
87,0,49,purple
1,228,0,green
121,34,0,brown
140,0,88,purple
177,0,5,red
56,25,0,brown
0,178,189,blue
0,217,108,green
228,0,207,pink
220,0,254,pink
137,54,0,brown
27,10,0,brown
148,0,46,red
0,201,90,green
0,103,8,green
108,250,0,green
22,14,0,brown
228,142,0,orange
